questionText,answerText
"After a domestic abuse situation, I went to a therapist, and then my husband went. The therapist discussed her assessment of borderline personality disorder with me. She then told my abuser the results of my tests.","It sounds like it may have been a violation of confidentiality for your therapist to disclose information about you without your permission.  There are some exceptions to the general rule of confidentiality however.  For example, when a therapist has a reasonable concern that a client (or someone else) is in imminent danger, he or she is generally allowed to disclose confidential information to protect that person.If you believe your counselor has violated your confidentiality, you can always contact your states' counseling regulatiory board.  The board will then investigate the allegations and can take appropriate action."
"My husband and I have been together for seven years now. I will be honest: I have a problem lying to him about stupid stuff. I recently stupidly lied to my husband about an accident because I was afraid to tell him what happened. Ever since then, he gives me the cold shoulder. He gets so mad and ignores me for days. He's really verbally and emotionally abusive. He tells me all the bad things about me and calls me awful names. Should we call it quits? I'm tired of crying, but we have a toddler together.","Hi Texas, Thanks for your honesty; it helps me know where to go in answering you. What strikes me in your question is that you describe several ways in which your husband is hurtful/abusive/controlling with you, and then you ask ""Should we call it quits?"". We? I wonder if maybe the first step is for you to start seeing this decision as yours, rather than yours together. The way your husband treats you is not your fault, Texas. Your lies are a natural and normal way of you avoiding situations and encounters that feel unsafe for you. The problem is not your lying. The problem is that you don't feel safe enough to be honest with a person you're supposed to be able to trust.There's an analogy that I sometimes use; I don't know if this is scientifically true or simply a useful story, but it's powerful either way, so I will tell it to you.If you take a frog and drop it into a pot of boiling water, the frog will jump out immediately, knowing instinctively that if it stays in the pot, it will die. If you take a frog, however, and put it in a pot of cold water, and slowly, slowly, heat it to boiling, the frog will boil to death because it will fail to recognise the moment when it no longer has the energy to jump out of the pot; by the time it realises it's dying, it has lost its strength. It's called ""learned helplessness"". When your power or your voice has been taken away for a long time, you get used to that, and you fail to see the options that are available to you. You have a toddler, and you may be under the impression that staying in the marriage is best for the child. In my experience, and what research backs up, is that children first and foremost need a safe environment and parents who are happy. You are likely underestimating the effects on your child of living in a home with woman abuse. This is a complex picture, and if you were my client, I would want to get you to a stronger place emotionally where you're seeing the situation clearly and gathering resources and supports before you make any big decisions, but I do see that there are decisions that are there for you to make that can lead to a happy life for you and your child. I sincerely hope you seek professional help, with either a shelter for abused women or a therapist. I wish you the best."
"My boyfriend and I have been together for five years now. Throughout the entire first day that we met, he and I had the opportunity to interact quite a lot and instantly sparked a deep connection with one another. That same night, he and a friend stayed over at my house (without my mom's acknowledgment) and we kissed. The next two days were a repetition of the first day. On the third night, my mother finally caught us, and I was kicked out of my house. I left with him of course, and we went from meeting each other to being like a married couple. It was very hard for us. His stepdad also kicked him out of his home, and we were staying at cheap hotels and friend's houses with the little money we had. I quit my job and dropped out of school because it was hard to do anything without a stable home. There were times when we had nowhere else to go but sleep in the car outside a Walmart parking lot. Our honeymoon stage, as they call it, probably only lasted one month. After that, it was a downward spiral. We were constantly arguing about money, food, and our families. We kept having the famous ""you're doing it wrong—do it this way"" argument. After six months, we moved across the country only to live the same thing, and that's when the violence started. One afternoon, after a serious argument, he got into his truck and threatened to leave me. I was frightened that he would actually go through with his word, given that we had just moved to a place where we knew no one. He told me to let him leave or he would hit me. He had once promised he would never touch me, so I challenged him to do it. He slapped me, and ever since that time, when we have serious fights, he loses control and hurts me. I haven't had the courage to leave him, and there's really nothing stopping me now. I don't live with him, I don't depend on him, and we don't have children. We both haven't been able to let go of that deep connection that we still have and that has been damaged so badly. He always apologizes, and at the beginning, he was more willing to change. Now he just wants me to understand why he does it and how I don't ever make the effort to try to be okay. I've read enough about domestic violence to know that it's not my fault that he loses control, so that's not even an issue for me. I know he has to change that on his own. I just want to know if there's people who have gone through this and had the tables turned? Is there hope for a better future together?","Hi Winters, I learned a long time ago that I can't ever predict who will change and who won't. I meet couples who seem to have all the ingredients but can't make it work, and others who have severe issues and they decide to make better decisions and things change. But in reading your story, the image of a slot machine came to mind. You're gambling your life away on the chance that this guy will change. Only you can decide how many years to give it. I see him giving you clear signs that he doesn't even believe in himself or want to change though. What are you waiting for?Although you say you know his behaviours aren't your fault, something tells me that you're hoping your love for him will turn the key that unlocks something and makes him want to change. It doesn't work that way. Just like the slot machine, you have no power to change him or make this work. You can only decide when you've paid too much. I bet there's someone out there who loves and misses you. He's not your only support."
"I have anger issues that have worsened over the years because I’ve never dealt with my emotions. My anger has never been expressed physically until the past year. My girlfriend has had to endure these episodes. I love her, and I think I’m about to lose her, if I already haven’t. I throw things at her when I’m angry, and sometimes I hit her. I may not hit her enough to cause harm, but I still physically lash out at her. I don’t want to lose her, and I don’t want the situation to worsen. I am a lesbian in my early 30s, and I have been dealing with anger since my childhood. I'm ready to change. I need help now. I'm about to explode.","Hi Baton Rouge,I'm glad you're reaching out. The first step here is that you are taking some responsibility for your behaviours. I do hear you minimizing your actions (you say you don't ""hit her enough to cause harm""?), but you're headed in the right direction. I hope that in your pursuit of treatment you learn that the harm you're causing isn't just superficial bruising. The effects of using aggression and anger to control a person are deep and lasting wounds. Please seek treatment for yourself immediately.You say you love your girlfriend? Do you love her enough to leave the relationship while you address your issues? Are you brave enough to not lean on this relationship while you learn how to create a safe place for a partner?You have dangerous habits because you don't know how to manage your own emotional pain. You can unlearn this; and it doesn't mean you're a bad person. Sometimes, however, the relationship in which you have done the hurting is best ended, for both of your sakes, because too much damage has been done.I know you don't want to lose her, but you don't own her, and you don't have the right to trap her in this because you're afraid of being alone. Right now, she needs some space to figure out what's best for her and the freedom to make whatever decision she wants. This is potentially the first step to learning real respect; honouring her need for safety above your need for comfort. I wish you well."
"I have anger issues that have worsened over the years because I’ve never dealt with my emotions. My anger has never been expressed physically until the past year. My girlfriend has had to endure these episodes. I love her, and I think I’m about to lose her, if I already haven’t. I throw things at her when I’m angry, and sometimes I hit her. I may not hit her enough to cause harm, but I still physically lash out at her. I don’t want to lose her, and I don’t want the situation to worsen. I am a lesbian in my early 30s, and I have been dealing with anger since my childhood. I'm ready to change. I need help now. I'm about to explode.","Good for you for recognizing that a change has to be made quickly. Regardless of whether or not your girlfriend leaves your relationship, taking control of your anger needs to happen sooner than later. If left unresolved, it will follow you into any relationship you have. Have you talked to a therapist? I would suggest you take that step first. A therapist will help you explore the source of your anger and teach you new, adaptive ways of dealing with your anger. Until you're able to get some professional help, I would advise that you start recognizing when your emotions are becoming escalated and take a time out before the anger turns into aggression. If you feel yourself becoming heated, excuse yourself from the situation, go to a quiet place or on a walk, and practice some deep breathing. Clear your mind of the problem and focus only on your breathing as you inhale slowly counting to four and exhale slowly counting to six. Don't get discouraged if it doesn't work right away. Deep breathing takes practice! Return to the situation or your girlfriend only once you have calmed down and are confident that you are not going to hurt anyone. You might also want to ask your girlfriend to remind you to take a break when she recognizes that your emotions are escalating. Know that with help and support, especially from a therapist, the issues you have can be resolved and new ways of coping can be learned. Good luck!"
"I've been with my boyfriend over 3 years. He cheated on me and the woman is now pregnant. He is physically and mentally abusive towards me. I have attempted to talk with him in order to resolve our issues; however, he never wants to talk and often blames me for everything. I’m always there when he needs my help. He tells me although I help him doesn’t mean that I am a good person. He always discredits me as a woman and it’s hurtful. I spend most day crying and feeling lonely. I am unhappy and unsure of what I need to do.","That sounds like a very hurtful situation. Unfortunately, without a batterers intervention course or a desire to change, the abuse cycle is unlikely to stop. I do not recommend that you try to leave on your own due that being the most dangerous time when in an abusive relationship. As an abuser, his goal is to control you whether it's through mental or verbal means. I recommend that you contact a domestic violence shelter in your area. I have worked closely with Harbor House of Central Florida and know they provide housing, transportation, and any other needed resources to women leaving an abusive relationship. There is help out there and you are not alone. If you need any additional resources in your area, please don't hesitate to contact me."
"I have a child with my baby mother. She works I take care of our young son. She says she is not cheating I have not found anything but she always putting me down, telling me to get out and telling me she doesn't love me, but then the next day after our fight she says she does. I'm having a hard time because before our child she said she was raped by a family member but she never went to the hospital or the cops. Now me and my family don't talk. She's always telling me I'm annoying and just belittles me. Nothing I do is right. She says I work you watch the baby. On her days off she never cooks or cleans. I have no friends or family and a couple months ago she was confiding to some guy, but says he's not any thing to her. What do I do? I don't want to leave.","It sounds like you are in a tough situation. You have to ask yourself why you don't want to leave her. Is it because of the child? Or is it because you want the relationship to work? You must consider that being in an abusive relationship is not healthy for you or your child. So if the abuse continues, it would be more beneficial for you and your child to move out.On the other hand, if you are just wanting the relationship to work out despite its current state, you need to evaluate whether the relationship is worth salvaging. It seems as though you are very unhappy and undervalued in this relationship. Although your question revealed just a short bit of information, I didn't read about any positives in the relationship. Sometimes it's extremely hard to leave a relationship even though you know that the relationship itself is harmful for you. However, with time and focus you can do it. Each day will get a little easier and you have to trust yourself that you are making the right situation for you and your child.However, if you really feel that you want to stay in the relationship, you have to be upfront with her. You need to tell her exactly how you feel and give her specific examples of how she is hurting you. This gives her a chance to render the situation. If after this there is no improvement, I suggest that you start reconsidering your decision to stay.I also think it would be valuable for you to start engaging in things outside of the home that make you happy. Are there any hobbies you enjoy? Are there any groups in the area that you can join such as playgroups that will allow you to engage with other parents? Start looking into these options and finding an avenue for you to do something for your own benefit.It is certainly not healthy for you to isolate yourself from friends and family. You need to have additional support networks besides the one with your girlfriend, especially since this has not been a healthy environment lately.Thank you for reaching out. I wish you the best of luck with your relationship."
"I’ve known my boyfriend for several years. We were friends for a long time. In 2013 we started a relationship, and he even asked me to move in with him since I lived out of state. I planned to move in with him in 2014 after I finished school and he found a job. However, during this time we had a few arguments and broke up with each other for a short period of time. We decided later to make it work. Shortly after, I found out that I was pregnant. I wanted to tell him during his next visit. However, he never came to see me and instead asked me for money. After I gave him money, he quit answering my phone calls and texts.    Soon after, I experienced a miscarriage. I texted him about what had happened, and he didn’t seem to care. I was extremely hurt by this. I still decided to move back as I had originally planned. He helped me with the move and replaced the money I had lent him. During this time, I asked if he wanted to be in this relationship because I needed to know. Although he says he did, I hardly ever see him. He never got a job, which was in the original plan.    After that, we both started seeing other people for a short amount of time but once again got back together. Once we got back together, I cut all ties with the former relationship I had been in. I thought he had too. But I found out that he did not attempt to do as I did and was still talking with another woman. In fact, he had even sent inappropriate pictures to her. When I confronted him about this, he wasn’t apologetic. He said that he only did it to get even with me and was actually mad at me for looking through his phone. He even closed his car window on my finger and tried to throw me out of his car. I don’t know what to do.","There are plenty of red flags that you have been presented with:Several breakups Not holding up his end of the bargain regarding workLack of empathy for your miscarriageLying about his involvement with another womanPhysical violence, which is of most concern. This seems to be a very unhealthy relationship. In my experience, relationships such as these rarely become positive ones. Violence is never okay and regardless of his reasoning (you looking through his phone), it is indefensible. You have to look at these red flags and ask yourself, “Is this really someone I want to marry? Is he an asset to my life?” I think you’ll realize he is not.Best of luck to you and please know that you deserve someone who treats you with kindness, dignity and respect."
Now I have anger and trust issues. How can I treat this and fix myself?,"I will assume that for whatever reason, you either do not want to or are not able to seek counseling for this. However, I highly urge you to do so because long-term childhood abuse does have negative consequences for your life as an adult, as it seems you are already aware. There are confidential and free crisis hotlines that you can call that deal with sexual abuse. Some/most also offer free counseling services in local areas. That would be a good place to start looking, especially if cost of counseling is an issue.The important thing to know is that what happened was not your fault and that you deserve to live a happy life free of the past. Having anger and trust issues after something like this is a perfectly normal reaction to what happened to you. Angry? Yes! At your brother for what he did, at your parents for not protecting you. Having trouble trusting? Of course! The very people who were supposed to love and protect you hurt you instead. Two books that might help you are Codependent No More and Boundaries: Where You End and I Begin."
I snap easy and push people away. I need help before I push my boyfriend away.,"Death of someone with whom we had fond involvement, is sad.   Accepting that a person is permanently gone from this earth, is unsettling and can feel painful.That you had no current contact with this person doesn't exclude the meaning or feelings from within your relationship with this person.     Relationships don't require a time measurement in order to affect us.   Your question acknowledges the process of adjusting to life without the chance to see or hear from this person again.It is normal to grieve so be gentle and not critical of yourself when you feel yourself missing this person."
I snap easy and push people away. I need help before I push my boyfriend away.,"Meditation may be able to assist you in dealing and looking at your anger differently. Anger is not usually just anger. Behind our anger may lie rejection, grief, loneliness, a longing to reconnect, etc. When we ignore or repress our anger, we are always ignoring these other emotions as well.Meditation is the midpoint between expressing and repressing anger. It allows us a space to stay present with it as it arises and recognize the many faces of anger. By doing this, we are able to become aware of our feelings to learn more about them and not be swept away by them. Learn more here: https://www.therapybyshannon.com/blog-2/2019/4/26/meditate-to-manage-anger"
I snap easy and push people away. I need help before I push my boyfriend away.,"Awareness is the first step.  Now that you know that you snap and push people away, you can look into ways to control your anger.  If you give yourself the time to analyze why you experience anger, you will discover that there are other feelings underneath;  shame, frustration, disappointment, and fear are some of the feelings that we cover with anger when we are not ready to deal with them or don’t know how to express them.  So next time you feel angry, even if you snap (with practice you will be able to identify them ahead of time), identify why you are angry, and try to express it out loud.  A therapist can help you to learn assertive communication skill using examples drawn from your daily experiences.If you would like to engage in therapy, I am licensed in Texas and Puerto Rico, you can contact me at 787-466-5478.¿Cómo puedo controlarme y a mi coraje?Exploto fácilmente y alejo a las personas.  Necesito ayudo antes de hacer que mi novio se aleje.Tener conciencia de la situación es el primer paso.  Ahora que sabes que explotas y alejas a las personas, puedes buscar maneras de controlar tu enojo.  Si te das tiempo para analizar porque te da coraje, descubrirás que hay otras emociones escondidas, la vergüenza, la frustración, la decepción y el miedo son algunas de las emociones que cubrimos con coraje cuando no estamos listos para revelarlas, procesarlas o expresarlas.  Así que la próxima vez que estés a punto de explotar, o cuando ya hayas explotado (con la practica uno aprende a identificarlas de antemano), identifica por que estas enojada e intenta expresarlo en voz alta. Un consejero te puede ayudar aprender técnicas de comunicación asertiva usando ejemplos de tu vida cotidiana.Si te gustaría hacer terapia, soy Consejera Profesional Licenciada en Texas y en Puerto Rico, llama al 787-466-5478."
My roommate is a unapologetic person who doesn't care who she hurts. She never apologizes to me or my family. She made me lose my temper today to the point where I was using swear words in front of my mom and brother.,"You must be feeling frustrated about how to resolve this. Some people seem to really provoke emotional responses in us. One thing to learn for a quick review of yourself when you are provoked is to pay attention to your body. Notice your heart rate, fists clenched, some warmth going through your body and these are signs that the interaction is toxic for you. Move out of the room, say something calling to both of you and let things simmer down before responding. When you are able to calm your body, think of ways to bring the issue to her attention using positive words but holding your ground. If she doesn't listen ask someone to come with you to talk to her about it, If she still won't listen, reassess your expectations of her.Finally if you need to , you may have to consider changing the status of your rooming together."
My roommate is a unapologetic person who doesn't care who she hurts. She never apologizes to me or my family. She made me lose my temper today to the point where I was using swear words in front of my mom and brother.,"Must you keep this roommate in your life?If you've tried speaking with the person about your unhappiness to feel angry ""all the time"" , the problem has been going on for an extended amount of time and nothing changes, then the next step would be for both of you to part ways.It is possible each of you triggers the other in very deep and irrational ways on occasion.If the choice is to tolerate being triggered or to dissolve the relationship, then your decision is which of these two choices is better for you.Since you already know you don't like to be triggered, parting ways as soon as reasonably possible, seems the choice you prefer.Either choice is fine.  Let the decision depend on which way makes you feel life is livable and happy!"
I get angry and act out. It scares my wife and child.,"Anger is a normal emotion, no different than joy, elation, or sadness. It's not anger that gets us in trouble it's the overtness of the emotion or how we allow it to manifest that gets us in trouble. Being able to control your temper depends on several variables: how you saw anger acted out as a child in terms of your primary caregivers and what you internalized as being normal in terms of managing conflict, and your communication style regarding how you confront problematic situations. There are some whose anger takes on a volcano effect whereby they don't readily address problematic situations but rather they continue to stuff their emotion until the right trigger causes them them to explode, and then there are those who are very impulsive in terms of how they react to stressful situations, they don't take time to think out situations or to make sense of them, they just impulsively respond. I would encourage you to seek anger management from a therapist who utilizes a Cognitive Behavioral approach in order that you may explore how your irrational thinking related to certain situations may be influencing your problematic behavior. In addition, I would encourage you to engage in activities that promote stress reduction if your blowups are indeed related to being overly stressed. The first step is recognizing that you have a problem that you need help in understanding and addressing, which you have, now take the next step in finding a therapist in order that you may learn to control your temper and undo some faulty wiring that may be related to how you process emotion, and communicate that you're angry. Remember, anger is the overt expression of some other emotion (i.e., disappointment, hurt, frustration, etc..) Hope this helps..."
I get angry and act out. It scares my wife and child.,"Well, yes, of course it scares them.  They see someone they love behaving is frightening ways.  That's a good reason to want to manage your emotions differently...but  what are your thoughts on your anger?  Do you think your angry feelings justify lashing out?  The thing is that feeling angry is just that...feeling.  Acting out is behavior and that affects everyone around you.  Do you need to manage your behavior, as well as your feelings?  My guess is that you do.First you need to pay better attention to your feelings ""thermostat"".  If you are always near ""boiling"" you don't have much margin for error.  It's in  your best interest, and  that of your family, to bring that temperature down.  That may mean more physical activity, meditation, journaling or some other outlet.The next, and bigger, question is what are you so mad about?  Or are you really sad, scared, confused?  Anger is a secondary emotion, much like pneumonia is a secondary infection.  Anger, which sets us up to defend ourselves against a perceived danger, is often a cover for feelings that leave us more vulnerable.  That means people who are grieving may exhibit rage; people who are scared may lash out.That doesn't excuse bad behavior, but it might explain it. Get in t o see a therapist ASAP.  You need a bit of help to identify both anger triggers and underlying feelings that get played out as anger.  You are not a bad person for exhibiting emotions, but anger can quickly become destructive - get help now!"
I get angry and act out. It scares my wife and child.,"Yes you can..  If you cannot control your temper, who can?  You have more power of your emotions, thoughts and feeling than you are giving yourself credit for.  If this is scaring your wife and child, you need to get control of it immediately.  Try going to an anger management class.  It will help to discover what is the root cause of your anger, what triggers it and how you can control/manage it.  If you can't go to a class, try self help books or even better yet counseling and support of a professional counselor."
"Sometime when small thing happen, like losing a comb, I get furious. I even start throwing things. Do I have a problem?","Anger does have its place.  When anger is experienced often or the magnitude of it does not fit the scenario, such as your losing comb, the question becomes, what does losing that comb mean to you?  In the very split second that you have realized the comb is missing, there is a reaction that occurs within you, accompanied by an image or thought that like lightening flashes so quickly that you may not be aware what it is.  As Sherry noted below, awareness.  Awareness is fundamental.  Becoming aware of ourselves and what is happening internal that sparks it off.  The next time you feel angry from a ""small thing"", stop and ask yourself, why am I angry that this is lost?  Find out what you are thinking or how you are speaking to yourself.  You will become aware and once you are aware, steps can be taken to alter the experience for the better. A professional can assist with that!"
"Sometime when small thing happen, like losing a comb, I get furious. I even start throwing things. Do I have a problem?","I don't like the word ""problem"".  It is such a strong word.  However I would say that you have an issue that needs to be addressed and controlled before it directed at the wrong person and gets totally out of control.  I have found that anger management classes has been helpful for my clients.  Try and see if it will help.  You will be surprised at what you learn about your self."
"Sometime when small thing happen, like losing a comb, I get furious. I even start throwing things. Do I have a problem?","Anyone who asks whether or not they have a problem, usually feels at least partly, that they do have a problem.Your answer to the question is what matters.Since you already understand that your reaction is overstated to the events which trigger them, the reactions you're having are more than likely anger that is leftover from past events, either in the near or distant past.Be aware, consider, reflect on  how you usually handle feeling angry.  Based on your description here, it is quite likely that the anger you show toward what you call ""little things"" reflect anger at much bigger matters that are uncomfortable and not easy to understand.Knowing more about the more significant matters causing frustration for you, may very likely decrease reacting angrily toward smaller matters."
We're in an eight year relationship. My boyfriend drinks a lot. He experienced childhood trauma. I don't know how to deal with violent outbursts.,"You shouldn't need to educate yourself on violent outbursts.  He is the one in the position to change his violent outbursts.   They are his behavior, not yours.  All you're trying to do is have a relationship with this guy.The one task to do is during a quiet time to tell your boyfriend the way you feel about his outbursts.His answer, whether he denies having a problem, blames you for his problem, tells you the problem isn't so bad, why are you complaining, tells you a lot about his willingness to change.Whether or not he considers himself to have a problem and wants to change himself, is very good for you to know.This tells you what to expect from him in future.   You can reflect and plan ahead for your own life depending on your tolerance and willingness to live with what he answers you."
We're in an eight year relationship. My boyfriend drinks a lot. He experienced childhood trauma. I don't know how to deal with violent outbursts.,"First, let me extend my compassion to both of you -- it sounds like you have a lot on your plates. Childhood trauma carries its negative effects into our adulthood and affects everyone who loves us. Your question is brief, so I'll just try to give general answers as best I can. From my experiences treating many people with your boyfriend's experiences, the short, healthy answer is that you can't fix the situation and maybe not even be able to help. He needs a professional. Period. What you can do, is take care of yourself. With his background, it is not likely that he will be able to help you or take care of you in a healthy way. Your task needs to prioritize your own safety and well-being. Trauma and substance abuse are the definition of being out of control, unable to set and manage appropriate boundaries, manage his own emotions and behaviors. So your boyfriend is unlikely to be able to change in the near-term, certainly not without professional help. You might also benefit from help and support, to understand your own role in your relationship and how you can make changes in your life. I am NOT blaming you for any aspect of your boyfriend's behavior, only acknowledging that there are two people in every relationship. If you have accepted your boyfriend's drinking and violent outbursts in the past (by staying in the relationship), that is likely to perpetuate his behavior. And there isn't any way to ""handle violent outbursts."" They shouldn't be handled at all, and if you have to be away from your boyfriend during his outbursts in order to be emotionally and physically safe, then that may be what you will have to do. We can never really change anyone else. The only person we can change is ourselves. Sometimes our behavior changes the odds of another person's behaviors, but it doesn't control it. I would recommend that you work with a professional to first, ensure your own safety above all. Then make decisions about what behavior you are willing to accept or be connected to, and which you want to separate from. Whatever your boyfriend does in his life, you will be happier if you manage your own feelings, set boundaries, etc. Let me say again that you also would benefit from some good insight and support as you continue your journey. Wishing you and your boyfriend healing and recovery."
"Any time things get heated, the past gets brought up. I raise my voice at her to try to get a point across. She asks open-ended questions but always has to turn my own answer against me. She's seven months pregnant. I have drank in the past, but I'm not dependent on alcohol—I only drink at social events.","Have you tried to talk about the subjects of the past, in the present at a time in which there is no heat between the two of you?Since your gf would like to resolve situations from the past the best way to do so would be to talk about them.  The more you try to avoid certain subjects the more likely they will come up between you at worse possible moments.If you can get ahead of the pattern of old topics coming up without your control, then try scheduling a discussion about them.  This by itself will show your gf you care about what she cares about and this may be one quality she would feel good about."
"When I got home, my boyfriend and I got into an argument. He got upset and he started hitting his face. That is the first time he has ever done that, but I would be lying if I said that didn't scare me. I locked myself in the room.","Sounds scary to watch.  I agree with you!Maybe he felt so overwhelmed by anger, hurt and frustration that he went back to an old behavior from his past in which someone hit him for having strong emotions.Now that the incident is past, bring up the topic to him so the two of you can discuss it.Just the fact of you having empathy and caring what he was feeling at the time, may be restorative to him.At the very least, you may find out exactly what the answer is to your question as to why he did this in the first place!"
Everything just makes me upset.,"Anger often comes with a lot of other emotions. Consider what else you may be feeling at the same time and keep track of your different mood changes. You may be able to notice patterns, such as being more frustrated when you don't sleep well. If you do feel as though you are mad all the time, can you think of any exceptions so you can see what is different in those times?"
I get really mad easily at my parents and family.,"Anger is not necessarily a bad thing. If you are angry and you can talk about your feelings, that would be very helpful. Anger usually comes along with something else, like feeling sad, worried, overwhelmed, confused, and many others. Consider looking at what you notice in addition to anger and you may have a different starting point. If you get along well with friends and don't get angry with them, look at the differences. Do you feel criticized by your parents or family? Misunderstood? There could be any number of things.I wonder if you start getting angry very slowly and it builds or if it happens quickly. Try to keep an eye on the patterns and see if you can stop and look at what else is going on as you start to get angry. Anger is a real emotion in itself. It almost always connects to something else as well."
My long-term girlfriend broke up with me recently. She says it's because of my anger.,"I need help controlling my anger.Anger is like a blanket that contains other emotion from bursting out and serves as a shield to protect us when we are not able to manage external issues.   Anger also helps us understand that there’s something wrong that needs to change.  Once we understand that something else caused us to feel angry, then we can explore the source of anger. Ask yourself: Why am angry, Am I hurt, disappointed, confused, embarrassed etc.?  Once you find the answer, explore how often that happens and what’s your reaction.  Then explore how else you could respond or react.  You could use I-statements as a way to communicate your true feelings to your girlfriend or whoever is involved in the scenario.  This is a good exercise to practice with your Counselor or mental health provider because many unresolved issues may arise during this exploration, especially if you have been angry for a long timeAlso, it is important to understand the difference between anger and aggression and learn to manage our anger before we act on it.  Anger is a feeling; aggression is when you act out your anger physically, verbally and psychologically.  Find ways to vent: crying or sweating will help to release your anger, and balance the chemical response that our body creates when you become angry.  Physical activity and meditation exercises can also provide a break when you manage strong emotions.Necesito ayuda para controlar mi coraje.El coraje es como una manta que cubre otras emociones evitando que se desborden y sirve como un escudo que nos protege cuando no podemos manejar problemas externos.  El coraje también nos ayudo a entender que hay algo mal que debemos cambiar.  Cuando entendemos que algo mas causo el coraje entonces podemos explorar la fuente.Pregúntate a ti mismo: ¿Por qué tengo coraje, estoy herido, decepcionado, confundido, avergonzado, etc.?  Ya que encuentres la respuesta, explora cuan frecuente tienes esa reacción.  Luego explora como puedes reaccionar en otra ocasión.  Puedes usar expresiones del Yo para comunicar tus verdaderos sentimientos a la persona envuelta en la situación.  Esto es un buen ejercicio para practicar con tu Consejero o profesional de la salud mental ya que otros conflictos sin resolver pueden surgir durante este proceso de exploración.También es importante entender la diferencia entre el coraje y la agresión, y aprender a manejar el coraje antes que actuemos.  El coraje es un sentimiento y la agresión es cuando expresas tu coraje agrediendo a alguien, física, emocional o sicológicamente.  Encuentra maneras de desagotare, llorar o sudar te pueden ayudar en este proceso al balancear la respuesta química que crea el cuerpo cuando estamos molestos.  El la actividad física y la meditación también pueden ayudarte a relajarte y tomar un descanso cuando manejas emociones fuertes."
"My son claims that hes been having extremely violent thoughts and dreams. Not violent like he's hurting someone, but violent thoughts like horrible things happening to his loved ones. He explained one of his dreams the other day and it was so violent it was sickening. It was far beyond anything in a horror movie, he says he can't help these thoughts they just pop up. Please help!","If your son is reporting ""extremely violent thoughts and dreams"" please have an psychological evaluation done by a psychiatrist now before it gets even worse for him to bare.  Don't take his reports lightly.  For him  to tell you, he knows that something is not right.  He is seeking and needing help.  Get it immediately.  Best to be safe than sorry."
"My son claims that hes been having extremely violent thoughts and dreams. Not violent like he's hurting someone, but violent thoughts like horrible things happening to his loved ones. He explained one of his dreams the other day and it was so violent it was sickening. It was far beyond anything in a horror movie, he says he can't help these thoughts they just pop up. Please help!","Let me start my stating this is important to take seriously - taking to his PCP, getting a referral to a pediatric specialist, and getting him to a relational psychotherapist would be my first tasks. I wont label this occurrences as ""normal"" yet it is important to note these things do occur. My first observation is to say that it is a tremendous advantage that your son is communicating what he is experiencing. I'd encourage him to continue to do so, no matter the extent of his thoughts - his trust of you being able the handle his experience is of utmost importance. His containment and sense of security is also dependent on your reaction to what he shares. Seek professional help, communicating your support, including a plan of action, and reassuring him you will figure this out together will help you as you begin."
"I been having anger problems a lot lately. It only takes one word wrongly said to set me off. I use to not be like this until I got with my soon-to-be husband. I think his mood and rage/anger problems have rubbed off on me a lot. I don't get nearly as bad as he does, but I yell almost constantly and I can't seem to just stop. I have two young babies that have to hear this, and I don't want my girls growing up with a mommy like I have been lately. I just don't know how to get back to my old self.","With me knowing that a healthy relationship usually includes respect, trust, appreciation, companionship, spiritual solidarity, domestic support, feeling of being cherished, and  sensuous affection, I am wondering if you are lacking in several if not all of these needs in your present relationship.  Before he becomes your husband, you should examine these areas and see if they are high in rating.  Otherwise, yes this relationship will affect your girls and you negatively.  I would suggest relationship counseling, specifically pre-marital.  Not be surprised if through the process you realize that this relationship is not the best choice for you and your children."
"I been having anger problems a lot lately. It only takes one word wrongly said to set me off. I use to not be like this until I got with my soon-to-be husband. I think his mood and rage/anger problems have rubbed off on me a lot. I don't get nearly as bad as he does, but I yell almost constantly and I can't seem to just stop. I have two young babies that have to hear this, and I don't want my girls growing up with a mommy like I have been lately. I just don't know how to get back to my old self.","My gut says that your own rage is being triggered partly because you feel trapped or shutdown by your fiance's moody/angry/rage responses and powerless to stop it. You can start by accepting that this is who he is and you won't change him. You can only change your own behaviours, and I see you taking responsibility for those, which is great. You want to protect your girls, and that's appropriate; children are greatly affected by this type of home environment. I urge you to see a therapist so you can understand your own emotions and sort out the choices you have to make, knowing that your fiance has to make his own choices about his behaviours."
"I have not been able to really sleep. I stay up all times of the night not even knowing why. Every day, I feel like I have anger inside of me. I have a little family, but I can't open up to them like I want to. I have a son, and I feel that I take my anger out on him by screaming at him.","Best question is....what are you so angry about?  You can't stop being so angry until you figure out what is the root of your anger.  If you feel like you have anger inside, while I am sure you do.  Taking it out on your son is only passing on the hurt and anger.  This will be inside him too.  Get some professional help so that you can be happy and have a happy child."
