questionText,answerText
Why am I attracted to older men?,"What a wonderful question!Good for you on clearly knowing your priorities.If I was sitting with you now, I'd ask you to list your reasons.Start with whatever answers you do come up with and examine each of these a little further.If, for example, you feel you need a man because many of your friends are in relationships, then possibly you feel insecure about being your unique self, even when this sets you apart from your friends.If, you feel you need a man to protect you financially, then possibly you've lost faith in your ability to financially support yourself.If you'd like a man in your life to offer your love and are willing to contribute the work of relating intimately, then you've found the best reason for wanting a man in your life.This is far different than ""need""."
"I'm in a relationship with my fiancé and I currently found out that she's been cheating on me with a co-worker. I was very upset none the less. I understand what she did was wrong, but I want to spend the rest of my life with her. So I'm willing to forgive and move on. We have been together for a little over 9 years, and we have a son. At the beginning of our relationship, I was unfaithful and she caught me cheating. She forgave me for what I've done to her and since then I been completely faithful. I'm worried about our relationship and want to move forward but its been very unsettling. All I can think about is her with another man. I don't know what to do or where to go for advice?","What Makes Love Last? how to build trust and avoid betrayal by John Gottman is a great book for you both to start reading. You may also want to invest some time and energy in couples therapy. It sounds like there is a lack of trust in your relationship, likely a hangover from your beginnings, that would be helpful for you both to work through to truly be able to forgive and move forward."
"I'm in a relationship with my fiancé and I currently found out that she's been cheating on me with a co-worker. I was very upset none the less. I understand what she did was wrong, but I want to spend the rest of my life with her. So I'm willing to forgive and move on. We have been together for a little over 9 years, and we have a son. At the beginning of our relationship, I was unfaithful and she caught me cheating. She forgave me for what I've done to her and since then I been completely faithful. I'm worried about our relationship and want to move forward but its been very unsettling. All I can think about is her with another man. I don't know what to do or where to go for advice?","I'm sorry for the stress and unhappiness stemming the problem you describe.Trust your instinct that there is more complexity to feeling good about being in a partnership than simply wanting this to happen.In any relationship, the complexities of each person combine.   Often people accept when this feels good and are lost as to what to do when natural human complexity, doesn't match up with our partner in the way we'd like.A couples' therapist would be able to help each of you talk about the factors motivating the cheating, as well as clarify the reasons you each have for continuing to stay together. The unique advantage of couple's therapy is that each person is able to hear their partner talk out loud about themselves and their partner.This is sometimes enormously helpful since our inner thoughts are often hidden yet very dominant in how we direct ourselves in relationships.Sometimes the initial consult session offers enough new understanding that a second session wouldn't be necessary for a while.Good luck in finding your relationship happiness!"
"I'm in a relationship with my fiancé and I currently found out that she's been cheating on me with a co-worker. I was very upset none the less. I understand what she did was wrong, but I want to spend the rest of my life with her. So I'm willing to forgive and move on. We have been together for a little over 9 years, and we have a son. At the beginning of our relationship, I was unfaithful and she caught me cheating. She forgave me for what I've done to her and since then I been completely faithful. I'm worried about our relationship and want to move forward but its been very unsettling. All I can think about is her with another man. I don't know what to do or where to go for advice?","Hello, I know this is a tough situation your going through and it has you questioning everything but one thing is certain, and that is that you still love her, dealing with the hurt can be very challenging but after learning from your mistake you changed and became more faithful and loving and the comfort knowing she forgave you, is what made you love her more and less likely to hurt her once again. You live and you learn, she will soon realize her mistake and her outtake may be the same yours was. But marriage is a special bond in front of God, which means once you are officially married, cheating and lieing to eachother will only lead to an early divorce. Practice in your pre-marriage state with speaking to her and opening up to eachother about what you feel and what you look forward to in this marriage. It's possible she's seeking something from someone else because she is not receiving it in her own relationship, improve, grow and be strong. Learn from your mistakes"
"I'm in a relationship with my fiancé and I currently found out that she's been cheating on me with a co-worker. I was very upset none the less. I understand what she did was wrong, but I want to spend the rest of my life with her. So I'm willing to forgive and move on. We have been together for a little over 9 years, and we have a son. At the beginning of our relationship, I was unfaithful and she caught me cheating. She forgave me for what I've done to her and since then I been completely faithful. I'm worried about our relationship and want to move forward but its been very unsettling. All I can think about is her with another man. I don't know what to do or where to go for advice?","My first question for you would be to see if you've talked with her about it yet? You mentioned you found out....and I know this can be so painful. It can also be frightening to bring up the experience when it hurts a lot, when you feel so unsettled as you mention. But you can look at this as a vital and important piece of information about what's happening in your relationship, and an invitation to get really honest and genuine with each other. You have a long history, being together 9 years, and a son, so you are very bonded no matter what changes happen in your relationship. It may be incredibly helpful to find a counselor you can both go talk with. Having a third party who is neutral and cares about your process and hers can be such a relief when you need to discuss things you feel scared about. Even just a few sessions can make a huge difference. If this doesn't feel possible for you right now.....ask your fiancee for time to set aside for a meaningful heart-to-heart talk. Say you'd like to set it up on the calendar, and make sure you have a babysitter for your son. Set aside at least 4 hours. Let her know that you'd like to hear her honest truth about what's going on, and share with her your truth as well. It's not a time for criticizing or condemning, and I don't sense that is your intention at all--you have a great deal of love for her. Speaking honestly and listening openly is an amazing gift, both for yourself and for your partner. You can do it."
"We went out had great sex and I was really liking her. Then one day she says we should just be friends, but I can't stop thinking about her. She's always on mind and I want her back.","It can be really difficult when someone you care about doesn't feel the same about you. The most important thing to remember is that you can not make her feel a certain way.  There is nothing you can do to force her to want to be in a relationship with you.In the end, if she ""just wants to be friends"" then she's probably not the right match for you.Remember, every relationship ends - until that last one that doesn't.  And that is how it's supposed to be"
"I know someone who is extremely sensitive to stress and very sensitive to a negative tone of voice. Sometimes during a disagreement he tells me that my communication is having a harmful impact on him. Once he believes I am being negative I can't seem to find a better way of communicating. In fact, it is often a self fulling prophesy because his accusatory manner becomes unbearably frustrating.    What advice might you offer?","With any type of criticism, it is usually best to introduce the topic at a neutral time, ie: when both of you are relaxed, with no current stressors involved, having fun, etc.  Begin with a non-judgmental reflective comment about a recent bothersome event, as if it were just then crossing your mind (therefore not something you've been consumed with ruminating over - eases the impulse for him to dive straight into defense mode).Then share how you felt at the time of the event.  Just say when.... I felt kind of hurt / shocked (or whatever the feeling was).  PERIOD.  THATS ALL YOU SHOULD SAY.  Wait for him to respond to your matter-of-fact statement.No matter what his response is, stick to your same message - don't get overwhelmed by trying to rephrase or explain your view as that will likely set you up for continued arguing.  You can even add, ""I agree I could have misunderstood  it (event).... I just know it made me feel uneasy.""Here you give him little wiggle room for a debate.Good luck & I'd love to hear how it goes!"
What do I do if I have been feeling like I could never be with anyone because no one would want me. Or I couldn't have many friends because of who I am. It's strange I want to be loved but I'd hate to be because I always lose.,"As a relationship therapist I work with a lot of people who feel similar feelings to some degree or another and almost always find that the origin of these feelings point back towards childhood. How did you caregivers express (or not express) love towards you? How did they express (or not express) love towards one another. These early messages become your template for how you have learned to see yourself and what you expect from others. In his book Wired for Love, Stan Tatkin, PsyD writes “We learn to love ourselves precisely because we have experienced being loved by someone. We learn to take care of ourselves because somebody has taken care of us. Our self worth and self-esteem also develop because of other people.”  This could be very fruitful to explore in individual therapy with a relationship therapist who really gets it, you may have to interview a few to find the right fit; that's OK. Maybe you'd even want to read that book I linked above. :) Noticing this pattern is HUGE, it's where transformation begins. And now that you have be kind with yourself, it begins there too."
What do I do if I have been feeling like I could never be with anyone because no one would want me. Or I couldn't have many friends because of who I am. It's strange I want to be loved but I'd hate to be because I always lose.,"I'm sorry you are feeling uncared for. I'm sure there are plenty of people that care and love for you that you are not taking into consideration. Sometimes when we get upset we may think irrationally and see the world as all or nothing. However, take a deep breath, relax and start focusing on the positive relationships you have with others, regardless of how small or insignificant they may seem. I think you will quickly realize there are people out there that care a great deal about you.I also think it would help for you to surround yourself among people who you can identify with and share common interests with. Maybe you can attend a religious service, join an interest group (i.e. reading club, sports group, etc.) or start a group of your own. Most importantly, you need to tap into your interests and surround yourself with things that are beneficial for your own mental and physical health. From this, relationships will start to immerse. You may also like to talk with a therapist regarding your feelings of being unloved. This is an unhealthy way to think of yourself and I think with a little help, you can see that you are more than deserving of a great relationship. Thanks for reaching out and I wish you the best of luck moving forward."
What do I do if I have been feeling like I could never be with anyone because no one would want me. Or I couldn't have many friends because of who I am. It's strange I want to be loved but I'd hate to be because I always lose.,What would make you feel no one wants to be with you?
He goes out with her to dinner/brunch/movies when we are not together (we live 2 hours apart).,"Would you have the same desire to meet this friend if she were a he? If you are concerned that their friendship is a substitute for you when you aren't present, talk to him. It sounds like you are concerned that he is building an emotional intimacy with her and spending time doing the sort of things with her that you'd otherwise be doing with him. Help him understand why this bothers you but try to also be open to allowing him to make friends. Is the issue that he hasn't introduced you? Is there another reason you don't trust their friendship?"
We kissed and he grabbed my boobs and we exchanged some texts and a few calls. It went on for about 8 months. Just when we were all together and our spouses were out of the room. Once I met him for lunch to tell him that we needed to stop. We ended up kissing after lunch and then I sent him a few more texts that day telling him I was serious and that was the end of it. His wife (my good friend) saw us kiss once and told my husband. I told him a couple of things then and we got over it. A year later she told him a couple of other things. Same story. It's been about 3 years since. They are now divorced and my husband and I have been happy. A few weeks ago the wife called me and said that her now ex told her more stuff we did. I decided to just tell my husband everything. We are trying to work things out. But he is having a really hard time believing that he knows all of it. How can I help him believe me?,The issue at hand here is that you're betrayal broke his trust. In order to repair your relationship you will both need to confront the infidelity. And both of you will need to honor yourselves by communicating your feelings and ensuring that those feelings are heard and validated. It would be really helpful to do this work with a Gottman or Emotionally Focused Couples Therapist. Gottman's The Science of Trust and What Makes Love Last would both be helpful reference books to guide you along.
He is in his late thirties and I am in my mid twenties. We have been together for about 5 months. I really like him. He says he cares about me and is willing to fight to make things right. He has been very apologetic and expressed he did it out of fear. I don't know if it's worth giving him a second chance.,"Cheating is often a sign that something is amiss in the relationship. His fear may be full of information. While it's possible to repair relationships after a betrayal it's also challenging to do, especially so early in your relationship. I can't tell you if you should/shouldn't give this relationship a second chance but I will tell you to tune into your own intuition (and follow your own fears in doing so, they often are incredibly informative when we don't push them away with denial)."
"However, it seems as though he is really talking to someone other than himself. I have even accused him of having a secret phone. Is he trying to make me crazy on purpose, or is he really talking to himself?","Some people simply talk to themselves as a way of processing information. Have you checked in with your husband about this in a non-accusatory way? Something like ""Hey babe (or whatever sweet name you typically use), I'm so curious what that's all about? Do you notice that you are talking out loud?"" Chances are it's just how he thinks things through and is not at all about trying to make you crazy, it's just one of his quirks you'll grow to endear. Early married life is a time full of discovering one another's quirks!"
"I keep getting into relationships with men that are in bad situations. I take them on and help them and do all I can and the relationship still fails. How do I learn to not get in relationships with men in bad situations? I see someone in need of help, I jump in. And it is getting me nowhere. I am alone sad and frustrated.","Sounds like you already see what's amiss. You're looking for fix-er-uppers! When you meet these men they need you. And you're filled by fixing them.  And when they are fixed, what do they have to give you? What's your need in relationship? What if you found someone who didn't need fixing?"
"My girlfriend's grandma passed away 5 months ago. They were very close. She took care of her till she died. Things kinda returned to normal few weeks later. Last month it feels like we hit a brick wall. Intimacy fell off. I asked what's up. She says she can't connect with anyone and that it's not me. She used to be very open and expressive. Now she gives short answers and has no interest in sex or any touching. When we did have sex in the last month, something felt really off. Now I'm very insecure about us and have thoughts of her cheating. She says otherwise, but I don't know. It just feels like something is really off.","Grief has a huge impact on us and everyone's reaction is different. The one common reaction however is to shut down and distance ourselves. Her relationship with her grandmother was close, given she took care of her up until she passed. It sounds like she is working through a difficult loss and her ability to connect with you, or anyone else, is likely low right now. Trust what she is telling you and try to be there for her as she works through it. If she finds it too difficult to connect again, a good grief counselor can help her get back on track."
I'm currently dating someone else and I really like him. But I love and miss my ex so much. What do I do?,"Finding the right person is a tricky thing to do. Why did you and your ex break up 3 months ago? In relationships with others you get to see a reflection of yourself. Sometimes you may enjoy that reflection, other times it may not feel so good. I'm not sure where you are in your life and relationships and what you do from here depends on what you desire more of in your life. But I'm not simply talking in the moment desire, I'm referring to the direction you want your life to go. If one of these guys was to support you...who would help you reach your dreams? And who would you enjoy spending time with? It's complicated and no one can answer the 'what to do' question but you. Slow down. Tune into your heart. Listen."
We have been fighting a lot and have 3 kids but we both want to stay together. I need some help to save our family.,"Hello, I do not live in the California area. However, perhaps I could make some suggestions as to where you might look for free counseling. First, I must mention that most insurances now cover for many different types of issues, including family issues. If your girlfriend lives with you, most insurances now cover ""live-in partners,"" as well. If you have insurance, contact your policy provider and ask whether or not couples counseling is included.Aside from insurance, the next place that comes to mind is a religious affiliation. Do you belong to a church or other religious organization? Many of the pastors or leaders in these disciplines have significant training in counseling, as well as assisting with marriage and couples counseling. These services are ordinarily offered free of charge to members.Another option might be to explore support groups within the area. There may be a group in the form of a couples support group that brings couples together to explore their relationships in the safety of the group. If you find there are no such groups in your area, there are anonymous, support groups online. Here is one such site: http://relationship.supportgroups.com/"
I find myself lying about small everyday things that there is really no need to lie about. How do I figure out what triggers me to do this? And how do I help overcome this problem? I would like to become more honest and open no matter the situation.,"Well let's start with the awesome realization you've already had, you want to notice that you have triggers. That's huge. Really. I find that when people lie, it's most often as a defense mechanism. Which is likely a flag that something doesn't feel safe. What exactly doesn't feel safe could be lots of different things but the key to notice is that it's that feeling of insecurity that is very likely triggering you. It could really help to explore this with therapist, perhaps even someone with a trauma specialty -- that's not to say this is related to a trauma but more so to suggest that therapists specializing in trauma are very skilled at helping to identify and assist in repatterning your triggers!"
I have dog obsession disorder and I am having problems with my girlfriend because I am placing more importance to my two dogs over her. How do I get over this problem and prioritize my girlfriend over my two dogs?,"Hey, dogs are cool. They adore pleasing humans and often LOVE to work on learning what you want and expect from them. Your girlfriend on the other hand, likely has her own desires and needs that she attend to before tuning into yours. You are good with dogs, that tells me that you've spent some time observing their behavior. The first step in working through this issue would be similar, start to tune into and observe your girlfriend more often... Observation is a skill when it comes to relationship building. The skills you have mastered in relating with your dogs can carry over, you will just have to relearn what behaviors you are watching. And keep in mind that also means observing yourself in relationships."
"He's been losing feelings and he doesn't know why. I love him very very much. He sometimes thinks I'm obsessed when I'm not at all. I give him his space and I make sure he's okay but sometimes I think if me and him saw each other more it would be better? I truly want me and him to get better, it's kind of hard not to stress about it, because the love of my life is losing feelings which is a sad feeling. He's a great guy! I just don't know why he's been losing feelings towards me. He's starting to put less effort in talking to me. At this point I'll do anything to just make us better as a couple. I tried talking to him but he doesn't like talking about it much. Advice on what to do?","I'm willing to bet that this isn't what you are hoping to hear, but I'd suggest giving him space. Ooph, that's a tough one, right?! I know. But here's the thing, when you keep trying to process and talk it out with him you keep pushing him away. He needs to feel like a solid and whole person (as you do too) to be able to be fully in your relationship. It's the work of being in relationship to learn this. I get that this is tough stuff. I wonder, outside of being with him, how do you soothe and calm yourself? That's the stuff for you to tune into and focus on right now."
We do communicate but one of us has trouble accepting what the other person says. How can I fix things?,"Being able to accept your partner's influence is a key relationship skill. And it's very two sided.  Chances are if you don't feel your partner is being influenced by you, they likely don't feel you are being influenced by them either. The best fix you can practice is to soften yourself into your partner and see how much more open you can be to their influence.  Play with it."
I haven't uttered one word to my boyfriend in days. Now I'm over it and don't know how to approach the situation?,"In any relationship, it is important to be able to say ""I'm sorry"" because it shows vulnerability and openness. I recommend that you sit and have a discussion with him now that you are calm about why you were upset and how you would like to handle such incidents in the future. If you find yourself becoming upset again, I encourage you to take a 20 minute break and then come back to the conversation once you are no longer heated. Studies show that talking or discussing arguments are more effective once you have cooled down and you are more likely to hear/understand what your partner is trying to convey."
"I've been abused emotionally all of my life and for some reason I keep getting with men that I let emotionally abused me.
 How can I stop it? I know the mistakes that I've made in my life. I'm having a really hard time getting back on my feet. Can you help me please?","I want to applaud you for taking this first step towards realizing that this is an issue and wanting to do something about it.  You are already on the road to a happier life with this realization.  A lot of women do not recognize that it may be something about them that continues to attract a man like this and will only blame it on the men for treating them that way.  Until you realize there is a problem you won’t start looking for a solution.Don’t misunderstand me!  The abuse is not your fault! You are seeing a pattern, though, so this does need to be addressed. First, go and buy the book “Boundaries: Where You End and I Begin” by Anne Katherine.  Read it.  This book describes many situations that are similar to yours, describes how a person came to be that way, and how to stop it.  You will have to learn to set good boundaries in your life and to maintain them.Be single for a while.  Stay single until you feel like a whole, healthy, happy person on your own.  Often we get in a relationship because of a need.  If you feel like you need a person in your life to make you a whole person then you are in a relationship for the wrong reasons.  The first step is to work on whatever it is in you that makes you feel like you need another person in your life.  Identify those needs and then learn to fulfill them on your own.I was doing a couples therapy session and the husband was being emotionally abusive to the wife.  This was a recurrent theme for her, like you are saying it is for you.  However, she had been doing a lot of work on her own and in private therapy, and this was a new relationship.  Obviously she still had not “gotten it right” because she did once again attract a man with these tendencies.  The difference this time was that she had done a lot of work on herself and had become a stronger person.  When she looked at him in our session and said to him “I don’t need you. I want you.  But not if you are going to continue to act like this.  So you leave the house and don’t come back until you are ready to make some changes.”  She stuck to that, too.  He didn’t leave for two more days because he kept telling her he would do different and begging to be allowed to stay.  She had drawn a boundary and stuck to it, and he left. She was fully prepared to be single again.  They actually did end up working things out in the end.You can’t let someone stay and continue to treat you badly.  Sure, a marriage takes work and compromise on both sides.  Couples therapy can help you both learn to communicate in a healthier way with each other and can help you realize what areas in the relationship need work.  You may not realize how some of the things you say to him comes across, and he may not realize how what he says does to you.  A therapist can help you with this so that you both learn how your words can hurt. But you need to know your boundaries and be prepared to stick to them and not compromise your boundaries.  That means following through on the threat to leave when he continues to abuse you.  Someone can’t do that if they are too scared to be alone.  If they feel they need the other person in their life. These patterns are developed in early childhood from what we learn from our parents.  When someone has grown up in a dysfunctional family, it is all they know.  Even when you can say that you realize it is a problem, you still don’t know how to stop it because you never learned any other way of interacting with people.  Something that took a lifetime to learn will take time and work to overcome.  Be patient with yourself and find a good therapist.  You can’t change your partner.  Work on you, and when you begin to heal and feel healthy, the right people will come into your life and stay.  The more you focus on trying to change the wrong ones to be what you want the more frustrated you will become."
"I have been with a guy for 4 years, he's a great guy and we also have a son together. The problem is that I'm in love with a guy that I've been talking to for about 2 years but I've never met him in person. Honestly I'm bored with the relationship I have with the first guy and he makes want to go after the second guy, I don't know how to tell him that. What should I do?","Hi there. Wow, this sounds like a sticky situation; however, I’m here to help guide you through this decision. First and foremost, you must ask yourself, if you ever loved your sons’ father or was it a situation to where you two got pregnant and stayed together for the child. It’s very common to stay with your partner when a child is involved regardless, if love is involved or not because “it’s the right thing to do.” Right? Well, not entirely. Although, staying with your partner because you have a child together may seem right, in fact, it hurts the child in the long run. If you are not love with your partner, you will show distance, unhappiness, sadness, possibility of frequent arguments and cheating. When a child grows up in the home and witnesses these types of emotions & behaviors it is unhealthy as he/she will expect their own relationships to be such. As a responsible adult, you are supposed to be there to shape and model the future for your child. Just remember, what you do, your child will model. Secondly, do not sell yourself short from love. Everyone deserves to be happy and to have someone to share their love and intimacy with. However, being in love with someone you have never seen before can be very risky. Honestly, that sounds like lust and the longing of love. Humans have needs and when people are unhappy in their current relationship, they often seek out what they need. If you decide to pursue the second relationship, I would suggest setting up an outing with a friend or two in order to get to know this person as there are a lot of scammers these days. Finally, I am not convinced that this has anything to do with choosing between two guys. This seems as if you are making a decision to end the relationship with your child’s father or not. You should ask yourself, if you were in love with your child’s father first off. If you were, you would have never sought after love. I hope this was helpful for you and I hope I was able to shed a different light on your situation. Take care of yourself!"
"I have been with this guy on and off for 8 years. At first, we used to do things together and our sex life was ok. Then things started to change, we'd break up and reconnect, and he cheated on me numerous times. We've also had two beautiful baby girls during this time. Now we argue and he says I am not affectionate at all or I don't know how to please a man, when I work part-time, take care of a 2 year old and a 5 month old and cook. Sometimes he cooks, but he also spends a lot of time on the internet. In addition, I have 2 boys and he has 1 son. I feel somewhere I have lost something. It's not that I don’t care, I truly love this guy, but I'm just tired of being the one who is always being judged. Please, I am in need of a Christian counselor to help us because I really need to speak to someone.","I don't think you’ve lost something, I think you’ve found something - your breaking point, and it's about time. Your boyfriend seems to be a very selfish and immature man who reconnects with you when it's convenient for him. Obviously, he has his own issues, but I want to address yours. I agree you need to talk to someone. The fact that you’ve put up with his repeated cheating and then letting him blame you for it (by saying you're not affectionate enough, etc.), tells me you probably have low self-esteem and have likely told yourself over the years that you don't deserve any better. You do! You may truly love this guy, but based on his behaviors, he does not love you, not in the way you deserve.  And although you may want to believe he can change, he has proved over and over again that he's not willing to, so you need to do what is best for you and your children. What would you tell your daughters if someone was treating them this way? Would you want your sons to treat women this way? That's what you're teaching your children when they see this.Like I said, I agree that you should talk to someone. You can ask your boyfriend to go too, but my guess is he won't. Even if he does, you should still see someone individually to work on YOU. I understand it's not easy to just kick him out, especially since you have children together, but a counselor can help you talk through all the details while helping you raise your self-esteem and self-worth."
"Me and my girlfriend just broke up. She said she loves me but is not in love anymore. This came out of nowhere. We seemed so happy together. It all started when she went to Missouri to visit her family. The first week she was there she was fine then once she went to this one sister’s house everything changed. That's when she told me she loved me but was not in love with me anymore. I thought maybe it was just because she missed her family and she just wanted to be home because she told me that she could not leave them again. Then she told me to come to her in Missouri. So that's what I did. I quit my job I dropped everything, said goodbye to my family in Florida and drove 15 straight hours to be with her. Once I got there everything was fine again.  She apologized for everything and said she didn't mean any of it then we were good for about a week. Then she went back to saying she didn’t love me anymore and had no feelings for me. The only thing that really gets me and makes me not want to accept this is that now she is pregnant. This wasn’t an accident. We were trying to get pregnant, so all this is hard to accept. I love her so much. I have never been bad to her. I've treated her the best I can. I wanted her to be my wife. I was going to propose to her when she got back. Now I'm losing my family and my mind. I don't know what to do.","I am sorry to hear of these troubles. I see a few issues here. I wonder why you were both trying to get pregnant when the relationship seemed troubled? Some people think that they can fix a broken relationship by getting pregnant, and all this does is bring up more problems.You say you never treated her badly, and I believe you. People in a relationship can still be unhappy even when there is no abuse or mistreatment going on. In fact, giving too much of yourself to the relationship and not having a “self” outside of this relationship can be unhealthy. It takes two whole, healthy, happy people who are that way when they are single to come together to make a whole, healthy, happy couple in a relationship. Expecting your partner to meet all your needs or to provide your happiness is not going to work.There are two books that I recommend you buy and read. One is Codependent No More. The other is Can My Relationship Be Saved?Sometimes when you cling and try even harder to hold onto someone, it makes you both miserable. You cannot change her and cannot change her mind. Sometimes the best thing is to let go. If it is meant to be, you will end up back together again. It seems like this is something that she needs to decide since she is the one that keeps doing the leaving. I suggest backing off and letting her go. Maybe she needs time to clear her head and make up her mind. If it is meant to be, she will come back. If not, use this time to work on being a healthy happy you on your own."
"All my friends have either hooked up or had a girlfriend but me. I try to be happy for them, but I get really upset every time they hook up.","If you mean “hooked up” as having sex with no care for the person, and you’d like a girlfriend, then realize relationships require more complex alignment with a partner than being a sex buddy.Pay attention to all your feelings toward a girl so that you’ll approach someone who attracts you for reasons in addition to sexual allure.Also, the process of knowing someone takes much more time than only to sleep with someone.Have patience and kindness toward yourself while you get to know the qualities which attract you to a potential girlfriend."
"I'm always told I'm not good enough or trying hard enough. I put 100% in to every thing. I'm worn out, I've worked on all of my family relationships, I'm doing great in school, I'm kind to those in need and otherwise. I stick to my religious beliefs and leave room for mistakes and learn from others so I don't have to make as many and the ones I do I learn from.  Somehow it's still not good enough and nothing I do works. Nothing has changed, and I feel hopeless. Any suggestions or ideas?","Hello, and let me say first, what a great question! There are so many people putting forth their 100% everyday and often times, do not get the credit they deserve. Without being able to fully understand where you're question is coming from, I think there are a couple of different ways to look at this question.First, I think it's important for us to consider the message being sent by those in your life stating that you're ""not good enough."" Is that ACTUALLY what they said, or is this just what you heard? Sometimes, because of our own self-doubts and fears, we skew and misinterpret the messages we receive from others. Again, listen to the message being sent and attempt to remain objective. Is the message being sent coming from a place of love or concern? If so, have an honest and open communication with that individual about what your concerns are regarding the amount of energy and time you're spending on being ""good enough."" Explore with them how you feel you'r already giving your best.If the person is unwilling to work at understanding this concern you have, then it may be time to explore the relationship. Some relationships we engage in can be toxic, especially if the other person is toxic. It may be they have their own ""stuff"" going on and they feel the need to constantly put others down to make themselves feel better. If you're in the direct path of this individual, then it serves to reason you will probably be in the direct fire, as well. Explore whether or not you want this relationship to continue in your life. If it's a relationship that MUST continue, then work on what you will do to distance yourself from their toxicity or their problems. Until they're willing to work on these issues for themselves, then it may be necessary to find an exit strategy, such as leaving the room or simply refusing to engage in the conversation. Another perspective of this question is exploring the reason why it's important for YOU to satisfy the expectations of these other individuals? NO ONE will ever be 100% ""good enough"" for EVERYONE. Every single person has their own set of expectations in themselves and expectations in others. It would be impossible to satisfy all of those expectations for every single person in our lives. The question becomes, what is it WITHIN you that feels the need to meet these expectations? There is most likely a part of you, yourself, as an individual that feels ""less than"" and feels as if you, yourself, are not good enough. It then becomes impossible to every feel ""good enough"" for others, because it's really YOU you're trying to feel good enough for. If you already feel as if you're doing everything you can do to be at your best version of yourself, then really work on LETTING GO of the rest. No one is perfect, and striving for perfection in our lives only creates more anxiety and stress. Find a middle ground in which you are happy with your accomplishments and your daily goals, and learn to let go of what's left. After all, tomorrow is a new day and you can work on more of your goals tomorrow!I recommend doing this by finding a mantra, a statement or phrase you can repeat to yourself anytime you start to feel that sense of stress and pressure from striving for perfection. The mantra can remind you to let go of this expectation you have for yourself or that others have for you so you can also let go of the stress and anxiety surrounding the expectation. I leave you with one of my favorite quotes that perhaps you can use as your mantra, ""No one can make you feel inferior without your consent. "" - Eleanor Roosevelt."
"I'm always told I'm not good enough or trying hard enough. I put 100% in to every thing. I'm worn out, I've worked on all of my family relationships, I'm doing great in school, I'm kind to those in need and otherwise. I stick to my religious beliefs and leave room for mistakes and learn from others so I don't have to make as many and the ones I do I learn from.  Somehow it's still not good enough and nothing I do works. Nothing has changed, and I feel hopeless. Any suggestions or ideas?","The feeling of never feeling good enough usually stems from our early relationship with our parents or significant role models who made us to feel we were never good enough to meet their standards. In the healing process, you'll need to work on discovering the root source of where these thoughts and feelings come from and then learn to accept yourself just as you are unconditionally. I'd be pleased to help you in this process. I provide online private counseling through proventherapy.com. Dr. Rachelle Vaughan"
"I'm always told I'm not good enough or trying hard enough. I put 100% in to every thing. I'm worn out, I've worked on all of my family relationships, I'm doing great in school, I'm kind to those in need and otherwise. I stick to my religious beliefs and leave room for mistakes and learn from others so I don't have to make as many and the ones I do I learn from.  Somehow it's still not good enough and nothing I do works. Nothing has changed, and I feel hopeless. Any suggestions or ideas?","It sounds like you are aware of your positive traits but you are struggling with someone who does not acknowledge nor celebrate your efforts or achievements.   It seems like that is affecting your inner voice, which allows you to accept yourself for who you are.My suggestion is to explore that relationship and decide if that person’s opinion should determine how you feel about yourself.   If this is an important relationship, you could communicate to this person how the lack of positive feedback is affecting you.  Then, work on spending more time with those who value you, and can give you praise, encouragement, and constructive criticism.  Also, explore your religious beliefs, and what is they say about who you are as a person.  Finally, explore with a Counselor your inner voice and try to figure out if the negative message is settling in and harming your self-esteem.   Through therapy, you could learn to self-compassion and acceptance wich will help your self esteem.¿Cómo manejo el sentirme que “no soy suficiente bueno”?Siempre me dicen que no soy suficientemente bueno o no trato lo suficiente.  Yo pongo el 100% en todo.  Estoy agotado, he trabajado en todas mis relaciones, estoy muy bien en la escuela, trato bien a las personas que lo necesitan.  Me aferro a mis creencias religiosas y dejo espacio para los errores, y aprendo de otros para no tener que cometer los mismos.  Aun así no soy suficiente y nada de lo que hago funciona, me siento desesperanzado.  ¿Alguna idea o sugerencia?Al parecer estas consiente de tus características positivas, pero estás teniendo  dificultad con alguien que no reconoce tus esfuerzos, ni logros, y eso está afectando esa voz interior que te permite aceptar quien eres.Mi sugerencia es que explores esa relación y analices si la opinión de esta persona va a determinar cómo te valoras a ti mismo.  Si es una relación valiosa, puedes comunicarle a la persona en cuestión como te afecta la falta de comentarios y opiniones positivas.   Luego enfócate en pasar más tiempo con personas que te valoran, te dan halagos, te motivan y te aconsejan.  También explora que dice tu religión sobre quién eres como persona y cuál es tu valor.  Y por último, explora con tu Consejero si ese mensaje negativo esta afectando tu autoestima.  A través de la terapia puedes aprender tecnicas auto compasión y aceptación que ayudaran a fortalecerte."
